alert_id,client_id,product_id,product_family,product_category,product_block,alert_type,category,priority_score,priority_level,urgency,confidence,impact_score,urgency_score,explainability_score,expected_revenue,recommended_action,reason,actor_id,action_deadline_hours,source_engines,explanation,evidence,created_at,due_at,suppressed,suppression_reason
AL-6b61c271f974,11994,5118,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.44436582809224323,0.9998231132075472,0.82,3308.46,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9998231132075472, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f1d73aa7c9cb,18063,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-7b236fb96146,1000080242,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,49.64,low,critical,0.6,0.05861333333333334,1.0,0.75,879.2,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,24,feature_engineering | commodity_ai_engine,Potential gap is 879.20. | Capture ratio is 0.00.,"{""potential_h"": 879.2, ""potential_gap"": 879.2, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-b404713f9843,1000073670,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-00d55102a28a,1000102401,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-603071094512,149,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,63.01,medium,critical,0.6,0.35586666666666666,1.0,0.75,5338.0,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 5338.00. | Capture ratio is 0.00.,"{""potential_h"": 5338.0, ""potential_gap"": 5338.0, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-339295e50556,1000081693,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-c2ddb1537d79,14713,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,47.93,low,critical,0.6,0.06801266666666667,0.93902102279003,0.75,1020.19,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,24,feature_engineering | commodity_ai_engine,Potential gap is 1020.19. | Capture ratio is 0.06.,"{""potential_h"": 1086.44, ""potential_gap"": 1020.19, ""capture_ratio"": 0.0609789772099701, ""cross_sell_score"": 0.93902102279003}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-532de3f34d29,1000081434,5107,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.4443689869835879,0.9998302207130728,0.82,5958.68,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9998302207130728, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-cbd0deb31fbd,25250,5103,Familia T1,Categoria T1,technical,account_deterioration,executive,71.03,high,medium,0.72,0.7452145,0.6599282550930027,0.86,14904.29,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999468556244465, ""inactivity_score"": 1.0, ""drift_score"": 0.999734278122232, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-095e330510dc,1000066626,5102,Familia T2,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999713467048711,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999426934097422, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1048.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-3b6189b51099,1000073983,3408,Familia C1,Categoria C1,commodity,purchase_anomaly,anomaly,35.18,low,medium,0.62,0.0006843999999999999,0.65,0.78,17.11,Review the order pattern before treating the signal as normal demand.,Current behavior is outside the expected purchase pattern.,marketing_automation,72,feature_engineering,Anomaly score is 0.65. | Absolute 30-day growth is 0%. | Return rate is 50%.,"{""anomaly_score"": 0.65, ""sales_growth_30d"": 0.0, ""days_since_last_product_order"": 1711.0, ""campaign_lift_product"": -1.0}",2026-05-10T01:57:50.694097,2026-05-13T01:57:50.694097,False,
AL-c1968702be31,5129,5115,Familia T2,Categoria T1,technical,churn_risk,risk,63.9,medium,critical,0.65,0.353338,1.0,0.85,7066.759999999999,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 59.9. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5992690982704123, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 950.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-0623070518cb,39031,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-32a181637a2b,1000067437,5100,Familia T1,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.32996602348993287,0.6599320469798657,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999496644295302, ""inactivity_score"": 1.0, ""drift_score"": 0.999748322147651, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-bb6b6693b80b,43019,5108,Familia T1,Categoria T1,technical,churn_risk,risk,61.49,medium,critical,0.65,0.29983240223463686,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 4.00. | Detected 1 drift signals.,"{""risk_score"": 0.5996648044692737, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 180.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-60660233de41,41933,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-7863dbf7bbc0,1000100320,5108,Familia T1,Categoria T1,technical,account_deterioration,executive,52.34,medium,medium,0.72,0.329935917721519,0.659871835443038,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999050632911392, ""inactivity_score"": 1.0, ""drift_score"": 0.999525316455696, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-84c8db0375de,2000644,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-3f0226957e41,10994,5382,Familia T1,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999212598425197,1.0,0.85,3981.449999999999,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5998425196850394, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 382.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-64279356c4aa,36766,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,85.35,critical,critical,0.6,0.8854446666666667,0.9574086034837218,0.75,13281.67,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,delegado,24,feature_engineering | commodity_ai_engine,Potential gap is 13281.67. | Capture ratio is 0.04.,"{""potential_h"": 13872.52, ""potential_gap"": 13281.67, ""capture_ratio"": 0.0425913965162782, ""cross_sell_score"": 0.9574086034837218}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-909cf1a8f973,41803,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-0b67f6d768a1,1000081176,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,61.18,medium,medium,0.72,0.5262625,0.6599227099236642,0.86,10525.25,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999427480916031, ""inactivity_score"": 1.0, ""drift_score"": 0.9997137404580152, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-4b86a1a84f8c,28005,5099,Familia T1,Categoria T1,technical,account_deterioration,executive,55.12,medium,high,0.72,0.354087985720403,0.708175971440806,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.71. | Risk score is 0.67. | Negative growth component is 1.00.,"{""risk_score"": 0.6704903163966938, ""inactivity_score"": 0.3111111111111111, ""drift_score"": 0.978632914620927, ""negative_growth"": 1.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-ab8d9a8cffe5,23086,5099,Familia T1,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299754694124773,0.6599509388249546,0.86,3379.17,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999636583888552, ""inactivity_score"": 1.0, ""drift_score"": 0.9998182919442762, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-86952c8f5d94,1000071891,5102,Familia T2,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999827685238369,1.0,0.85,4936.74,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999655370476737, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1742.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-4e89093cb116,37581,5382,Familia T1,Categoria T1,technical,churn_risk,risk,59.5,medium,medium,0.8500000000000001,0.41052700000000003,0.686423290278746,0.85,8210.54,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,48,technical_product_engine,Churn risk score is 68.6. | Inactivity ratio is 0.93. | Detected 3 drift signals.,"{""risk_score"": 0.686423290278746, ""risk_level"": ""high"", ""inactivity_score"": 0.3733333333333333, ""days_since_last_order"": 42.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-03ab15f91678,1000080853,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-031fc748b318,31235,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,64.66,medium,critical,0.6,0.47624600000000006,0.8921805919820158,0.75,7143.6900000000005,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 7143.69. | Capture ratio is 0.11.,"{""potential_h"": 8007.0, ""potential_gap"": 7143.6900000000005, ""capture_ratio"": 0.1078194080179842, ""cross_sell_score"": 0.8921805919820158}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-222cf937479d,25656,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,69.43,medium,medium,0.72,0.7096055,0.6598488805970149,0.86,14192.11,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5998880597014926, ""inactivity_score"": 1.0, ""drift_score"": 0.9994402985074626, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-46963af8bf53,1000078324,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,68.45,medium,critical,0.6,0.5546766666666666,0.8997383019908514,0.75,8320.15,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 8320.15. | Capture ratio is 0.10.,"{""potential_h"": 9247.3, ""potential_gap"": 8320.15, ""capture_ratio"": 0.1002616980091486, ""cross_sell_score"": 0.8997383019908514}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-8d857da6bd50,36612,5099,Familia T1,Categoria T1,technical,account_deterioration,executive,52.34,medium,medium,0.72,0.3298726106944109,0.6597452213888217,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5998112751028309, ""inactivity_score"": 1.0, ""drift_score"": 0.9990563755141544, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-5ff572135465,42356,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,60.88,medium,critical,0.6,0.308348,1.0,0.75,4625.22,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 4625.22. | Capture ratio is 0.00.,"{""potential_h"": 4625.22, ""potential_gap"": 4625.22, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-9638c8080981,1000079088,5108,Familia T1,Categoria T1,technical,account_deterioration,executive,71.18,high,medium,0.72,0.7485245,0.6598146453089245,0.86,14970.49,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.599862700228833, ""inactivity_score"": 1.0, ""drift_score"": 0.9993135011441648, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-6292535d2cbc,35886,5112,Familia T2,Categoria T1,technical,account_deterioration,executive,52.21,medium,medium,0.72,0.3288251416978646,0.6576502833957292,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5982594691820217, ""inactivity_score"": 1.0, ""drift_score"": 0.991297345910108, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-1b119644dfc5,1000067289,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,57.23,medium,critical,0.6,0.227336,1.0,0.75,3410.04,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 3410.04. | Capture ratio is 0.00.,"{""potential_h"": 3410.04, ""potential_gap"": 3410.04, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-8c745e352c5d,42825,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.34,medium,medium,0.72,0.329936018957346,0.659872037914692,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999052132701422, ""inactivity_score"": 1.0, ""drift_score"": 0.9995260663507108, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-912c6ee34d50,1000100565,5108,Familia T1,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.29995940460081194,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999188092016239, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 740.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-40dbb1db9f72,1000068003,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,81.14,high,medium,0.6,1.0,0.6898323474599795,0.75,19137.26,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,delegado,48,feature_engineering | commodity_ai_engine,Potential gap is 19137.26. | Capture ratio is 0.31.,"{""potential_h"": 27741.9, ""potential_gap"": 19137.26, ""capture_ratio"": 0.3101676525400206, ""cross_sell_score"": 0.6898323474599795}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-1aafe646cfb6,1000078830,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,60.88,medium,critical,0.6,0.308348,1.0,0.75,4625.22,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 4625.22. | Capture ratio is 0.00.,"{""potential_h"": 4625.22, ""potential_gap"": 4625.22, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-c9d844b01945,38043,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-440c46cb25a6,1000081835,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-84c992aca8dc,42197,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299715789473684,0.6599431578947368,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999578947368421, ""inactivity_score"": 1.0, ""drift_score"": 0.9997894736842106, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-e012042f0737,42307,5116,Familia T2,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999773926149209,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999547852298418, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1328.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-0d5762fc627b,7332,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,65.01,medium,medium,0.6,0.6778160000000001,0.6429655524807375,0.75,10167.240000000002,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,72,feature_engineering | commodity_ai_engine,Potential gap is 10167.24. | Capture ratio is 0.36.,"{""potential_h"": 15813.04, ""potential_gap"": 10167.240000000002, ""capture_ratio"": 0.3570344475192625, ""cross_sell_score"": 0.6429655524807375}",2026-05-10T01:57:50.694097,2026-05-13T01:57:50.694097,False,
AL-527c9c2dab0b,1000081833,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,58.1,medium,critical,0.6,0.24659466666666668,1.0,0.75,3698.92,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 3698.92. | Capture ratio is 0.00.,"{""potential_h"": 3698.92, ""potential_gap"": 3698.92, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-48e35031e260,25923,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,49.64,low,critical,0.6,0.05861333333333334,1.0,0.75,879.2,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,24,feature_engineering | commodity_ai_engine,Potential gap is 879.20. | Capture ratio is 0.00.,"{""potential_h"": 879.2, ""potential_gap"": 879.2, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-3a190b6e2c1e,1000077513,5103,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.5,medium,critical,0.7,0.44039355100258826,0.9908854897558236,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 0.99. | Volume drift is 0.00. | Interval drift is 0.99.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9908854897558236, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-a1b4ddfd5c76,1000101930,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,40.45,low,high,0.6,0.07905266666666666,0.7111866805810454,0.75,1185.79,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,48,feature_engineering | commodity_ai_engine,Potential gap is 1185.79. | Capture ratio is 0.29.,"{""potential_h"": 1667.34, ""potential_gap"": 1185.79, ""capture_ratio"": 0.2888133194189547, ""cross_sell_score"": 0.7111866805810454}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
